Metric,ML_Mean,Static_Mean,ML_Std,Static_Std,Improvement_%
TotalVehicles,660.9455040871935,644.3148148148148,381.23244530069854,378.5355116897829,2.581143392948155
VehiclesWaiting,3.3760217983651226,3.712962962962963,2.088289618223051,2.2467044439419532,9.074724632560285
