Metric,ML_Mean,Static_Mean,ML_Std,Static_Std,Improvement_%
TotalVehicles,662.1049270072992,651.0269767441861,380.3536049248849,375.4966496634147,1.7016115551024433
QueueLength,2.7253649635036497,3.604651162790698,1.8238237853513515,2.1448862454125206,24.393101012479402
